seccion,distrito,rango_edad,sexo,nacionalidad,procedencia,total
7,4,100 - 104,Mujer,Nacional,LEON,1
7,3,65 - 69,Mujer,Extranjero,EL SALVADOR,1
7,3,85 - 89,Hombre,Nacional,MADRID,1
7,4,60 - 64,Mujer,Nacional,BADAJOZ,1
7,3,70 - 74,Hombre,Nacional,LUGO,1
35,3,25 - 29,Hombre,Nacional,,11
7,3,50 - 54,Mujer,Nacional,SALAMANCA,1
7,3,85 - 89,Hombre,Nacional,TOLEDO,2
7,3,70 - 74,Hombre,Nacional,CORDOBA,1
7,3,70 - 74,Hombre,Nacional,GRANADA,1
7,3,75 - 79,Mujer,Nacional,CIUDAD REAL,1
32,4,30 - 34,Mujer,Nacional,MADRID,18
8,3,30 - 34,Hombre,Nacional,,2
7,3,55 - 59,Mujer,Nacional,GRANADA,1
42,3,45 - 49,Mujer,Nacional,MADRID,64
11,4,40 - 44,Hombre,Nacional,MADRID,15
7,3,60 - 64,Mujer,Nacional,TOLEDO,1
7,3,85 - 89,Hombre,Nacional,TOLEDO,1
19,3,45 - 49,Mujer,Nacional,MADRID,22
7,3,75 - 79,Hombre,Nacional,CIUDAD REAL,1
7,3,70 - 74,Mujer,Nacional,CACERES,1
7,3,80 - 84,Mujer,Nacional,BADAJOZ,1
7,3,75 - 79,Mujer,Nacional,PONTEVEDRA,1
7,3,50 - 54,Hombre,Nacional,ZAMORA,1
1,4,40 - 44,Hombre,Nacional,MADRID,18
8,3,25 - 29,Mujer,Nacional,MADRID,6
9,3,85 - 89,Hombre,Nacional,JAEN,1
44,3,60 - 64,Hombre,Nacional,CACERES,1
7,4,60 - 64,Hombre,Nacional,CIUDAD REAL,1
9,3,75 - 79,Hombre,Nacional,SALAMANCA,1
1,4,75 - 79,Hombre,Nacional,TOLEDO,1
9,3,80 - 84,Hombre,Nacional,ZAMORA,1
9,3,50 - 54,Hombre,Nacional,MADRID,45
8,3,70 - 74,Mujer,Nacional,TOLEDO,1
16,3,35 - 39,Mujer,Nacional,MADRID,16
8,3,70 - 74,Hombre,Nacional,CIUDAD REAL,1
8,3,65 - 69,Mujer,Nacional,,4
14,3,80 - 84,Hombre,Nacional,VALLADOLID,1
12,3,45 - 49,Hombre,Nacional,TOLEDO,1
10,3,55 - 59,Mujer,Nacional,MADRID,13
8,3,85 - 89,Hombre,Nacional,BADAJOZ,1
30,4,55 - 59,Hombre,Nacional,CUENCA,1
35,4,35 - 39,Mujer,Nacional,MADRID,175
8,3,55 - 59,Hombre,Nacional,,5
29,4,50 - 54,Hombre,Extranjero,MARRUECOS,3
36,3,65 - 69,Hombre,Nacional,GUADALAJARA,1
9,4,65 - 69,Mujer,Nacional,GUADALAJARA,1
7,4,70 - 74,Mujer,Nacional,CIUDAD REAL,1
9,3,75 - 79,Hombre,Nacional,BADAJOZ,1
1,3,50 - 54,Hombre,Nacional,,1
21,2,55 - 59,Hombre,Nacional,MADRID,45
9,3,80 - 84,Hombre,Nacional,MADRID,1
9,3,85 - 89,Mujer,Nacional,CIUDAD REAL,1
7,4,65 - 69,Hombre,Nacional,CUENCA,1
39,3,45 - 49,Mujer,Nacional,MADRID,139
8,3,75 - 79,Mujer,Nacional,MADRID,1
7,4,70 - 74,Hombre,Nacional,CUENCA,1
8,3,80 - 84,Mujer,Nacional,MADRID,1
19,2,80 - 84,Hombre,Nacional,AVILA,1
8,3,70 - 74,Mujer,Nacional,ZAMORA,1
8,3,75 - 79,Mujer,Nacional,TOLEDO,1
9,3,60 - 64,Mujer,Nacional,CIUDAD REAL,3
8,3,80 - 84,Mujer,Nacional,TOLEDO,1
14,3,85 - 89,Mujer,Nacional,,4
8,3,65 - 69,Mujer,Nacional,TOLEDO,1
8,3,70 - 74,Hombre,Nacional,TOLEDO,1
1,4,35 - 39,Hombre,Nacional,MADRID,24
32,4,60 - 64,Hombre,Nacional,MADRID,1
13,3,80 - 84,Mujer,Nacional,CACERES,1
9,3,75 - 79,Mujer,Nacional,TOLEDO,1
9,3,80 - 84,Hombre,Nacional,MADRID,3
21,2,65 - 69,Mujer,Nacional,BADAJOZ,1
7,4,65 - 69,Mujer,Nacional,AVILA,1
9,3,60 - 64,Mujer,Nacional,CACERES,1
9,3,80 - 84,Hombre,Nacional,TOLEDO,1
9,3,60 - 64,Mujer,Nacional,CUENCA,1
11,4,50 - 54,Hombre,Nacional,MADRID,23
9,3,50 - 54,Hombre,Nacional,CIUDAD REAL,1
9,3,55 - 59,Mujer,Nacional,JAEN,1
9,3,55 - 59,Mujer,Nacional,BADAJOZ,1
9,3,60 - 64,Mujer,Nacional,CORDOBA,1
9,3,80 - 84,Mujer,Nacional,CACERES,1
9,3,55 - 59,Hombre,Nacional,BADAJOZ,2
36,3,50 - 54,Mujer,Nacional,,4
9,3,65 - 69,Hombre,Nacional,TOLEDO,2
9,3,55 - 59,Mujer,Nacional,LEON,1
7,4,55 - 59,Mujer,Nacional,CANTABRIA,1
9,3,80 - 84,Mujer,Nacional,JAEN,1
9,3,90 - 94,Mujer,Nacional,MADRID,2
7,4,65 - 69,Mujer,Nacional,AVILA,1
18,2,55 - 59,Hombre,Nacional,,3
9,3,50 - 54,Hombre,Nacional,TOLEDO,2
30,3,50 - 54,Hombre,Nacional,MADRID,44
40,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
32,3,65 - 69,Mujer,Extranjero,PERU,2
18,1,50 - 54,Hombre,Nacional,MADRID,34
9,3,75 - 79,Hombre,Nacional,CUENCA,1
9,3,60 - 64,Hombre,Nacional,CIUDAD REAL,1
38,3,60 - 64,Hombre,Nacional,MADRID,9
9,3,45 - 49,Mujer,Nacional,ALMERIA,1
38,3,60 - 64,Mujer,Nacional,JAEN,1
13,3,75 - 79,Hombre,Nacional,TOLEDO,1
9,3,65 - 69,Mujer,Nacional,AVILA,1
9,3,60 - 64,Hombre,Nacional,BADAJOZ,1
29,3,55 - 59,Hombre,Nacional,MADRID,23
9,3,70 - 74,Hombre,Nacional,AVILA,1
9,3,75 - 79,Mujer,Nacional,JAEN,1
9,3,75 - 79,Hombre,Nacional,AVILA,1
9,3,70 - 74,Mujer,Nacional,CUENCA,1
9,3,50 - 54,Mujer,Nacional,,2
9,3,65 - 69,Mujer,Nacional,CORDOBA,1
20,2,50 - 54,Hombre,Nacional,CORDOBA,1
7,4,60 - 64,Hombre,Nacional,CACERES,1
9,3,80 - 84,Mujer,Nacional,TOLEDO,1
9,3,60 - 64,Mujer,Nacional,CIUDAD REAL,1
36,4,75 - 79,Hombre,Nacional,TOLEDO,1
9,3,70 - 74,Hombre,Nacional,ALMERIA,1
9,3,60 - 64,Mujer,Nacional,AVILA,1
13,3,70 - 74,Mujer,Nacional,AVILA,1
9,3,90 - 94,Hombre,Nacional,CORDOBA,1
38,3,60 - 64,Mujer,Nacional,CORDOBA,1
19,2,35 - 39,Hombre,Nacional,MADRID,22
9,3,45 - 49,Mujer,Nacional,OURENSE,1
36,3,50 - 54,Hombre,Nacional,GUIPUZCOA,1
30,3,55 - 59,Hombre,Nacional,MADRID,1
9,3,55 - 59,Hombre,Nacional,SALAMANCA,1
9,3,85 - 89,Mujer,Nacional,BADAJOZ,1
7,4,65 - 69,Hombre,Nacional,AVILA,1
10,3,55 - 59,Hombre,Nacional,,4
10,3,60 - 64,Mujer,Nacional,CIUDAD REAL,1
39,3,40 - 44,Mujer,Nacional,MADRID,144
19,2,50 - 54,Hombre,Nacional,PALENCIA,1
9,3,70 - 74,Hombre,Nacional,TOLEDO,1
7,4,80 - 84,Mujer,Nacional,CIUDAD REAL,1
9,3,60 - 64,Hombre,Nacional,BADAJOZ,1
30,3,55 - 59,Mujer,Nacional,MADRID,34
1,4,75 - 79,Mujer,Nacional,TOLEDO,1
9,3,80 - 84,Mujer,Nacional,BADAJOZ,1
10,3,85 - 89,Mujer,Nacional,TOLEDO,1
17,1,75 - 79,Hombre,Nacional,TOLEDO,1
41,3,55 - 59,Mujer,Nacional,BADAJOZ,1
10,3,70 - 74,Mujer,Nacional,BADAJOZ,1
9,3,75 - 79,Mujer,Nacional,TOLEDO,1
13,3,65 - 69,Hombre,Nacional,CUENCA,1
10,3,70 - 74,Hombre,Nacional,BADAJOZ,1
9,3,70 - 74,Hombre,Nacional,BADAJOZ,1
10,3,75 - 79,Mujer,Nacional,GRANADA,1
10,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
10,3,90 - 94,Hombre,Nacional,AVILA,1
9,3,50 - 54,Mujer,Nacional,PALENCIA,1
9,3,60 - 64,Hombre,Nacional,SEGOVIA,1
10,3,55 - 59,Mujer,Nacional,CACERES,1
7,4,55 - 59,Mujer,Nacional,CIUDAD REAL,1
9,3,75 - 79,Hombre,Nacional,BADAJOZ,1
9,3,75 - 79,Mujer,Nacional,CIUDAD REAL,1
10,3,80 - 84,Mujer,Nacional,BADAJOZ,2
13,3,55 - 59,Mujer,Nacional,MADRID,17
17,1,70 - 74,Mujer,Nacional,,8
9,3,80 - 84,Mujer,Nacional,CUENCA,1
10,3,75 - 79,Mujer,Nacional,TOLEDO,1
6,1,60 - 64,Hombre,Nacional,MADRID,13
10,1,70 - 74,Hombre,Nacional,CUENCA,1
15,4,50 - 54,Hombre,Nacional,MADRID,18
10,3,80 - 84,Mujer,Nacional,CIUDAD REAL,1
10,3,70 - 74,Mujer,Nacional,TOLEDO,1
16,3,50 - 54,Hombre,Nacional,AVILA,1
11,3,50 - 54,Mujer,Nacional,TOLEDO,2
10,3,80 - 84,Hombre,Nacional,TOLEDO,1
10,3,90 - 94,Mujer,Nacional,TOLEDO,1
11,3,75 - 79,Mujer,Nacional,CUENCA,1
10,3,65 - 69,Mujer,Nacional,TOLEDO,1
2,1,35 - 39,Hombre,Nacional,MADRID,34
10,3,90 - 94,Hombre,Nacional,GUADALAJARA,1
11,3,75 - 79,Mujer,Nacional,TOLEDO,1
10,2,70 - 74,Hombre,Nacional,,5
11,3,75 - 79,Hombre,Nacional,TOLEDO,1
10,3,85 - 89,Mujer,Nacional,MADRID,1
11,3,80 - 84,Mujer,Nacional,TOLEDO,1
1,4,70 - 74,Mujer,Nacional,SEGOVIA,1
7,3,80 - 84,Mujer,Nacional,TOLEDO,1
10,3,65 - 69,Mujer,Nacional,TOLEDO,1
10,3,85 - 89,Mujer,Nacional,TOLEDO,2
11,3,80 - 84,Mujer,Nacional,CUENCA,1
11,3,80 - 84,Hombre,Nacional,SALAMANCA,1
10,3,55 - 59,Hombre,Nacional,BADAJOZ,1
37,3,65 - 69,Mujer,Nacional,MADRID,5
10,3,75 - 79,Hombre,Nacional,TOLEDO,1
10,3,85 - 89,Hombre,Nacional,CIUDAD REAL,1
10,3,70 - 74,Hombre,Nacional,CACERES,1
11,3,65 - 69,Hombre,Nacional,TOLEDO,1
8,4,80 - 84,Mujer,Nacional,CACERES,1
11,3,75 - 79,Hombre,Nacional,CIUDAD REAL,2
10,3,70 - 74,Mujer,Nacional,SALAMANCA,1
11,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
15,3,65 - 69,Hombre,Nacional,TOLEDO,1
11,3,75 - 79,Mujer,Nacional,JAEN,1
20,2,60 - 64,Mujer,Nacional,AVILA,1
10,3,80 - 84,Mujer,Nacional,BADAJOZ,1
11,3,75 - 79,Hombre,Nacional,CADIZ,1
40,3,40 - 44,Hombre,Nacional,BADAJOZ,1
10,3,75 - 79,Hombre,Nacional,MADRID,1
10,3,80 - 84,Hombre,Nacional,CUENCA,1
8,4,65 - 69,Mujer,Nacional,CUENCA,2
18,3,45 - 49,Hombre,Nacional,,1
10,3,85 - 89,Mujer,Nacional,CIUDAD REAL,1
6,3,60 - 64,Hombre,Nacional,CACERES,1
40,3,60 - 64,Mujer,Nacional,CIUDAD REAL,1
12,3,75 - 79,Hombre,Extranjero,MARRUECOS,2
11,3,75 - 79,Mujer,Nacional,CORDOBA,1
12,3,70 - 74,Hombre,Nacional,MADRID,1
37,4,35 - 39,Mujer,Nacional,TOLEDO,6
39,3,70 - 74,Hombre,Nacional,TOLEDO,1
11,3,75 - 79,Hombre,Nacional,CACERES,1
14,3,50 - 54,Mujer,Nacional,MADRID,16
12,3,80 - 84,Mujer,Nacional,BADAJOZ,1
12,3,75 - 79,Mujer,Nacional,SEGOVIA,1
32,4,40 - 44,Mujer,Nacional,CIUDAD REAL,1
11,3,80 - 84,Hombre,Nacional,SEVILLA,1
37,3,70 - 74,Hombre,Nacional,CACERES,1
11,3,60 - 64,Mujer,Nacional,CORDOBA,1
12,3,75 - 79,Mujer,Nacional,CUENCA,1
10,3,60 - 64,Mujer,Nacional,TOLEDO,1
21,2,80 - 84,Hombre,Nacional,CACERES,1
12,3,60 - 64,Hombre,Nacional,MADRID,7
12,3,85 - 89,Hombre,Nacional,TOLEDO,1
12,3,70 - 74,Mujer,Nacional,AVILA,1
11,3,75 - 79,Hombre,Nacional,AVILA,1
45,3,70 - 74,Hombre,Nacional,TOLEDO,1
8,4,65 - 69,Mujer,Nacional,CIUDAD REAL,1
12,3,65 - 69,Hombre,Nacional,CACERES,1
11,3,70 - 74,Hombre,Nacional,CACERES,1
11,3,40 - 44,Hombre,Nacional,BADAJOZ,1
11,3,70 - 74,Mujer,Nacional,TOLEDO,1
11,3,85 - 89,Mujer,Nacional,CACERES,1
12,3,80 - 84,Mujer,Nacional,BADAJOZ,1
12,3,75 - 79,Mujer,Nacional,BADAJOZ,1
12,3,70 - 74,Hombre,Nacional,BADAJOZ,1
12,3,90 - 94,Hombre,Nacional,CACERES,1
45,3,45 - 49,Hombre,Nacional,,2
12,3,70 - 74,Hombre,Nacional,MADRID,1
14,3,50 - 54,Mujer,Nacional,,4
15,4,65 - 69,Hombre,Nacional,BADAJOZ,1
8,4,75 - 79,Hombre,Nacional,CACERES,1
11,3,90 - 94,Hombre,Nacional,,1
12,3,80 - 84,Mujer,Nacional,TOLEDO,1
12,3,60 - 64,Hombre,Nacional,TOLEDO,1
12,3,65 - 69,Hombre,Nacional,CACERES,1
12,3,80 - 84,Mujer,Nacional,JAEN,1
8,4,75 - 79,Hombre,Nacional,CUENCA,1
8,4,50 - 54,Mujer,Nacional,CIUDAD REAL,1
12,3,80 - 84,Hombre,Nacional,CIUDAD REAL,1
8,3,75 - 79,Mujer,Nacional,TOLEDO,1
12,3,45 - 49,Hombre,Nacional,CIUDAD REAL,1
13,3,90 - 94,Mujer,Nacional,CORDOBA,1
13,3,75 - 79,Hombre,Nacional,TOLEDO,1
38,3,55 - 59,Hombre,Nacional,MADRID,1
36,3,75 - 79,Mujer,Nacional,MADRID,1
12,3,65 - 69,Mujer,Nacional,TOLEDO,1
12,3,70 - 74,Hombre,Nacional,SALAMANCA,1
13,3,75 - 79,Hombre,Nacional,MALAGA,1
12,3,75 - 79,Mujer,Nacional,TOLEDO,1
13,3,75 - 79,Hombre,Nacional,ZAMORA,1
13,3,65 - 69,Mujer,Nacional,BADAJOZ,1
20,2,65 - 69,Hombre,Nacional,TOLEDO,1
13,3,75 - 79,Hombre,Nacional,CIUDAD REAL,1
12,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
13,3,80 - 84,Hombre,Nacional,AVILA,1
13,3,85 - 89,Mujer,Nacional,SORIA,1
32,4,50 - 54,Mujer,Nacional,SEVILLA,1
39,3,55 - 59,Hombre,Nacional,MADRID,20
12,3,55 - 59,Mujer,Nacional,AVILA,1
12,3,65 - 69,Mujer,Nacional,CORDOBA,1
8,3,50 - 54,Hombre,Nacional,CACERES,1
39,3,65 - 69,Mujer,Nacional,BADAJOZ,1
12,3,60 - 64,Mujer,Nacional,TOLEDO,1
8,4,40 - 44,Hombre,Nacional,LUGO,1
6,3,55 - 59,Hombre,Nacional,GUIPUZCOA,1
12,3,70 - 74,Mujer,Nacional,TOLEDO,1
13,3,70 - 74,Mujer,Nacional,LEON,1
13,3,80 - 84,Hombre,Nacional,ALMERIA,1
12,3,65 - 69,Hombre,Nacional,BADAJOZ,1
13,3,85 - 89,Mujer,Nacional,CACERES,1
8,4,55 - 59,Mujer,Nacional,CIUDAD REAL,1
13,3,75 - 79,Mujer,Nacional,CORDOBA,1
8,4,80 - 84,Hombre,Nacional,TOLEDO,1
12,3,50 - 54,Mujer,Extranjero,FRANCIA,1
6,3,65 - 69,Hombre,Nacional,PALMAS DE GRAN CANARIA (LAS),1
13,3,70 - 74,Mujer,Nacional,MADRID,1
12,3,75 - 79,Hombre,Nacional,TOLEDO,1
12,3,55 - 59,Mujer,Nacional,CORDOBA,1
13,3,70 - 74,Mujer,Nacional,CORDOBA,1
5,3,75 - 79,Mujer,Nacional,BADAJOZ,1
12,3,85 - 89,Mujer,Nacional,TOLEDO,1
28,3,50 - 54,Mujer,Nacional,CACERES,1
8,3,70 - 74,Hombre,Nacional,TOLEDO,1
12,3,50 - 54,Mujer,Nacional,,1
12,3,75 - 79,Mujer,Nacional,TOLEDO,1
13,4,90 - 94,Mujer,Nacional,CUENCA,1
13,3,60 - 64,Hombre,Nacional,CORDOBA,1
12,3,80 - 84,Mujer,Nacional,SEVILLA,1
13,3,80 - 84,Mujer,Nacional,LEON,1
13,3,75 - 79,Mujer,Nacional,MADRID,1
14,3,90 - 94,Mujer,Nacional,TOLEDO,1
13,3,85 - 89,Hombre,Nacional,AVILA,1
14,3,105 - 109,Hombre,Nacional,TOLEDO,1
9,3,55 - 59,Hombre,Nacional,CIUDAD REAL,1
13,3,80 - 84,Mujer,Nacional,CIUDAD REAL,1
8,4,75 - 79,Hombre,Nacional,BADAJOZ,1
38,3,50 - 54,Mujer,Nacional,,2
13,3,55 - 59,Hombre,Nacional,CORDOBA,1
14,3,75 - 79,Hombre,Nacional,TOLEDO,1
13,3,90 - 94,Mujer,Nacional,MADRID,1
8,4,75 - 79,Mujer,Nacional,ASTURIAS,1
14,3,70 - 74,Hombre,Nacional,TOLEDO,1
27,3,45 - 49,Hombre,Nacional,MADRID,23
13,3,65 - 69,Hombre,Nacional,CACERES,1
13,3,55 - 59,Hombre,Nacional,BADAJOZ,1
13,3,75 - 79,Hombre,Nacional,CUENCA,1
39,3,50 - 54,Mujer,Nacional,CACERES,1
14,3,70 - 74,Hombre,Nacional,BADAJOZ,2
13,3,55 - 59,Mujer,Nacional,ZAMORA,1
12,2,70 - 74,Mujer,Nacional,CUENCA,1
14,3,85 - 89,Hombre,Nacional,CUENCA,1
14,3,85 - 89,Hombre,Nacional,CADIZ,1
14,3,80 - 84,Mujer,Nacional,TOLEDO,1
8,4,40 - 44,Mujer,Nacional,MADRID,15
14,3,75 - 79,Hombre,Nacional,BADAJOZ,1
14,3,90 - 94,Mujer,Nacional,AVILA,1
38,3,50 - 54,Mujer,Nacional,TOLEDO,1
13,3,70 - 74,Hombre,Nacional,CORDOBA,1
14,3,75 - 79,Hombre,Nacional,BURGOS,1
14,3,85 - 89,Mujer,Nacional,TOLEDO,1
14,3,65 - 69,Hombre,Nacional,TOLEDO,2
14,3,75 - 79,Hombre,Nacional,CACERES,1
22,3,40 - 44,Mujer,Nacional,MADRID,24
13,3,70 - 74,Hombre,Nacional,SALAMANCA,1
13,3,60 - 64,Hombre,Nacional,ZAMORA,1
26,3,45 - 49,Hombre,Nacional,MADRID,16
30,3,25 - 29,Hombre,Nacional,MADRID,20
13,3,60 - 64,Hombre,Nacional,CIUDAD REAL,1
14,3,85 - 89,Hombre,Nacional,TOLEDO,2
9,3,60 - 64,Hombre,Extranjero,PORTUGAL,1
14,3,80 - 84,Mujer,Nacional,TOLEDO,1
14,3,90 - 94,Mujer,Nacional,CIUDAD REAL,1
14,3,80 - 84,Mujer,Nacional,JAEN,1
13,3,85 - 89,Hombre,Nacional,CIUDAD REAL,1
8,4,70 - 74,Mujer,Nacional,BADAJOZ,1
14,3,70 - 74,Hombre,Nacional,TOLEDO,2
15,3,80 - 84,Hombre,Nacional,LEON,1
15,3,40 - 44,Hombre,Nacional,MADRID,21
14,3,55 - 59,Hombre,Nacional,CORDOBA,1
15,3,75 - 79,Mujer,Nacional,ALICANTE/ALACANT,1
2,1,50 - 54,Hombre,Nacional,MADRID,23
14,3,80 - 84,Hombre,Nacional,,1
31,4,80 - 84,Hombre,Nacional,CUENCA,1
14,3,85 - 89,Mujer,Nacional,ASTURIAS,1
14,3,85 - 89,Mujer,Nacional,AVILA,1
37,3,50 - 54,Hombre,Nacional,CACERES,1
15,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
14,3,65 - 69,Hombre,Nacional,SEGOVIA,1
8,4,50 - 54,Mujer,Nacional,CACERES,1
14,3,75 - 79,Mujer,Nacional,JAEN,1
14,3,75 - 79,Mujer,Nacional,BADAJOZ,1
15,3,45 - 49,Mujer,Nacional,MADRID,1
15,3,70 - 74,Mujer,Nacional,MADRID,1
15,3,65 - 69,Hombre,Nacional,ZAMORA,1
15,3,70 - 74,Mujer,Nacional,BADAJOZ,1
15,3,55 - 59,Mujer,Nacional,VIZCAYA,1
14,3,55 - 59,Mujer,Nacional,MELILLA,1
15,3,70 - 74,Hombre,Nacional,MADRID,9
11,1,80 - 84,Mujer,Nacional,CORDOBA,1
14,3,70 - 74,Hombre,Nacional,TOLEDO,1
24,4,50 - 54,Mujer,Extranjero,BELGICA,1
14,3,85 - 89,Hombre,Nacional,ASTURIAS,1
45,3,25 - 29,Mujer,Nacional,,21
14,3,70 - 74,Hombre,Nacional,BADAJOZ,1
37,3,45 - 49,Hombre,Nacional,VIZCAYA,1
15,3,65 - 69,Mujer,Nacional,VALLADOLID,1
15,3,70 - 74,Hombre,Nacional,CIUDAD REAL,1
39,3,50 - 54,Hombre,Nacional,,3
14,3,85 - 89,Mujer,Nacional,TOLEDO,1
14,3,70 - 74,Hombre,Nacional,TOLEDO,1
15,3,80 - 84,Mujer,Nacional,MADRID,6
15,3,65 - 69,Mujer,Nacional,ZAMORA,1
15,3,75 - 79,Hombre,Nacional,TOLEDO,1
15,3,75 - 79,Hombre,Nacional,BADAJOZ,1
42,3,35 - 39,Mujer,Nacional,CACERES,8
14,3,80 - 84,Hombre,Nacional,BADAJOZ,1
14,3,65 - 69,Hombre,Nacional,CUENCA,1
8,3,50 - 54,Mujer,Nacional,CACERES,1
15,3,70 - 74,Mujer,Nacional,TOLEDO,2
12,2,35 - 39,Mujer,Nacional,MADRID,47
15,3,85 - 89,Hombre,Nacional,JAEN,1
8,3,40 - 44,Mujer,Nacional,,3
14,3,70 - 74,Mujer,Nacional,MADRID,1
14,3,85 - 89,Mujer,Nacional,CUENCA,1
15,3,65 - 69,Mujer,Nacional,MADRID,2
14,3,70 - 74,Hombre,Nacional,TOLEDO,1
15,3,75 - 79,Hombre,Nacional,LEON,1
14,3,30 - 34,Hombre,Nacional,MADRID,1
14,3,25 - 29,Hombre,Nacional,MADRID,3
14,3,75 - 79,Hombre,Nacional,TOLEDO,1
15,3,60 - 64,Mujer,Nacional,,1
16,3,80 - 84,Mujer,Nacional,TOLEDO,1
15,3,75 - 79,Hombre,Nacional,CIUDAD REAL,1
15,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
35,3,45 - 49,Hombre,Nacional,SALAMANCA,1
15,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
10,2,35 - 39,Hombre,Nacional,MADRID,31
16,3,60 - 64,Hombre,Nacional,CACERES,1
16,3,80 - 84,Mujer,Nacional,,3
9,2,50 - 54,Mujer,Nacional,MADRID,24
15,3,95 - 99,Hombre,Nacional,HUELVA,1
16,3,75 - 79,Hombre,Nacional,TOLEDO,1
40,3,45 - 49,Mujer,Nacional,NAVARRA,1
15,3,75 - 79,Hombre,Nacional,BURGOS,1
15,3,75 - 79,Hombre,Nacional,TOLEDO,1
16,3,55 - 59,Hombre,Nacional,TOLEDO,1
18,1,80 - 84,Hombre,Nacional,GUADALAJARA,1
16,3,75 - 79,Mujer,Nacional,,4
7,3,75 - 79,Hombre,Nacional,CANTABRIA,1
16,3,80 - 84,Mujer,Nacional,JAEN,1
9,1,55 - 59,Hombre,Nacional,MADRID,16
16,3,70 - 74,Hombre,Nacional,AVILA,1
14,3,85 - 89,Mujer,Nacional,CACERES,1
16,3,55 - 59,Hombre,Nacional,CORU?A (LA),1
15,3,75 - 79,Mujer,Nacional,CIUDAD REAL,1
15,3,85 - 89,Hombre,Nacional,AVILA,1
16,3,80 - 84,Mujer,Nacional,TOLEDO,1
15,3,80 - 84,Mujer,Nacional,BADAJOZ,1
16,3,65 - 69,Hombre,Nacional,MADRID,2
17,2,50 - 54,Hombre,Nacional,TOLEDO,2
8,4,80 - 84,Mujer,Nacional,JAEN,1
16,3,80 - 84,Hombre,Nacional,CIUDAD REAL,1
8,4,85 - 89,Hombre,Nacional,BADAJOZ,1
36,3,45 - 49,Mujer,Nacional,,3
5,3,40 - 44,Hombre,Nacional,CACERES,1
15,3,80 - 84,Mujer,Nacional,JAEN,1
1,4,85 - 89,Hombre,Nacional,MADRID,2
16,3,65 - 69,Mujer,Nacional,CIUDAD REAL,1
15,3,75 - 79,Hombre,Nacional,CUENCA,1
15,3,70 - 74,Hombre,Nacional,CACERES,1
15,3,80 - 84,Mujer,Nacional,AVILA,1
16,3,70 - 74,Hombre,Nacional,MADRID,1
32,3,45 - 49,Mujer,Nacional,MADRID,22
16,3,85 - 89,Mujer,Nacional,CIUDAD REAL,1
15,3,75 - 79,Hombre,Nacional,TOLEDO,1
17,3,55 - 59,Mujer,Nacional,MADRID,13
17,3,40 - 44,Hombre,Nacional,MADRID,25
8,4,70 - 74,Mujer,Nacional,CUENCA,1
16,3,75 - 79,Hombre,Nacional,TOLEDO,1
17,3,75 - 79,Mujer,Nacional,CUENCA,2
1,2,75 - 79,Mujer,Nacional,LEON,1
16,3,75 - 79,Hombre,Nacional,TOLEDO,1
8,4,80 - 84,Mujer,Nacional,MADRID,1
16,3,90 - 94,Mujer,Nacional,TOLEDO,2
8,4,60 - 64,Hombre,Nacional,TOLEDO,1
17,3,60 - 64,Hombre,Nacional,TOLEDO,1
17,3,75 - 79,Mujer,Nacional,CACERES,1
17,3,65 - 69,Hombre,Nacional,ALBACETE,1
8,4,80 - 84,Mujer,Nacional,BADAJOZ,1
17,3,65 - 69,Hombre,Nacional,ZAMORA,1
17,3,75 - 79,Mujer,Nacional,GUADALAJARA,1
16,3,70 - 74,Hombre,Nacional,CIUDAD REAL,1
17,3,65 - 69,Hombre,Nacional,BADAJOZ,1
17,3,75 - 79,Hombre,Nacional,JAEN,1
17,3,80 - 84,Mujer,Nacional,TOLEDO,1
17,3,60 - 64,Mujer,Nacional,JAEN,1
28,3,65 - 69,Mujer,Nacional,TOLEDO,1
1,4,55 - 59,Hombre,Nacional,,5
17,3,60 - 64,Hombre,Nacional,TOLEDO,1
17,3,70 - 74,Mujer,Nacional,TOLEDO,1
1,4,30 - 34,Hombre,Nacional,MADRID,24
16,3,50 - 54,Mujer,Nacional,GUIPUZCOA,1
17,3,70 - 74,Hombre,Nacional,CIUDAD REAL,1
17,3,50 - 54,Mujer,Nacional,TERUEL,1
16,3,65 - 69,Hombre,Nacional,CACERES,1
17,3,75 - 79,Hombre,Nacional,JAEN,1
17,3,70 - 74,Mujer,Nacional,TOLEDO,2
41,3,65 - 69,Mujer,Nacional,TOLEDO,1
40,3,80 - 84,Mujer,Nacional,CIUDAD REAL,1
17,3,70 - 74,Mujer,Nacional,SALAMANCA,1
17,3,65 - 69,Hombre,Nacional,JAEN,1
4,3,60 - 64,Mujer,Nacional,BADAJOZ,1
17,3,65 - 69,Hombre,Nacional,MURCIA,1
17,3,70 - 74,Hombre,Nacional,ZAMORA,1
16,3,70 - 74,Hombre,Nacional,TOLEDO,1
17,3,70 - 74,Hombre,Nacional,CACERES,1
17,3,60 - 64,Hombre,Nacional,CORDOBA,1
16,3,90 - 94,Mujer,Nacional,CACERES,1
